case,date,season,age,overall,hasTourCard,Long Potting,Break Building,Cue Ball Control,Safety Play,Consistency,Composure,Focus,Resilience,Professionalism,Big Match Nerve,Stamina,Balance,Shoulder Health,Hand Steadiness,Recovery Rate
age26-104729,2038-06-30,2038/39,38,89,False,87.08,92.98,94.46,88.99,83.7,91.72,93.64,88.58,92.02,79.64,74.19,74.09,80.32,77.73,72.87
age26-104729,2039-06-30,2039/40,39,89,False,87.08,92.98,94.46,88.99,83.7,91.72,93.64,88.58,92.02,79.64,74.19,74.09,80.32,77.73,72.87
age26-104729,2040-06-30,2040/41,40,89,False,87.08,92.98,94.46,88.99,83.7,91.72,93.64,88.58,92.02,79.64,74.19,74.09,80.32,77.73,72.87
age26-104729,2041-06-30,2041/42,41,89,True,86.42,92.23,93.68,88.61,83.37,91.72,93.64,88.58,92.02,79.64,72.99,73.31,78.91,76.87,71.71
age26-104729,2042-06-30,2042/43,42,88,True,85.61,91.3,92.73,88.14,82.95,91.72,93.64,88.58,92.02,79.64,71.54,72.37,77.22,75.83,70.31
age26-104729,2043-06-30,2043/44,43,87,False,84.64,90.21,91.6,87.58,82.45,91.72,93.64,88.58,92.02,79.64,69.86,71.25,75.26,74.6,68.69
age26-104729,2044-06-30,2044/45,44,86,False,83.52,88.94,90.29,86.92,81.87,91.72,93.64,88.58,92.02,79.64,67.95,69.96,73.05,73.19,66.85
age26-104729,2045-06-30,2045/46,45,86,False,82.25,87.49,88.8,86.16,81.2,91.72,93.64,88.58,92.02,79.64,65.84,68.5,70.61,71.59,64.8
age26-104729,2046-06-30,2046/47,46,85,False,80.81,85.86,87.12,85.29,80.42,91.72,93.64,88.58,92.02,79.64,63.53,66.88,67.95,69.82,62.56
age26-104729,2047-06-30,2047/48,47,83,False,79.22,84.06,85.27,84.32,79.56,91.65,93.57,88.56,92.02,79.62,61.07,65.11,65.14,67.89,60.18
age26-104729,2048-06-30,2048/49,48,82,False,77.48,82.1,83.25,83.23,78.59,91.5,93.41,88.5,92.02,79.57,58.49,63.2,62.2,65.82,57.67
age26-104729,2049-06-30,2049/50,49,81,False,75.59,79.99,81.08,82.04,77.52,91.23,93.13,88.4,92.02,79.49,55.8,61.16,59.16,63.6,55.06
age26-104729,2050-06-30,2050/51,50,80,False,73.56,77.71,78.74,80.72,76.35,90.84,92.72,88.25,92.02,79.37,53.04,59.0,56.06,61.27,52.37
age26-104729,2051-06-30,2051/52,51,78,False,71.39,75.29,76.26,79.28,75.07,90.29,92.15,88.04,92.02,79.21,50.22,56.74,52.91,58.83,49.62
age26-104729,2052-06-30,2052/53,52,76,False,69.09,72.73,73.63,77.72,73.67,89.55,91.38,87.76,92.02,78.98,47.37,54.37,49.75,56.29,46.84
age26-104729,2053-06-30,2053/54,53,75,False,66.66,70.04,70.87,76.03,72.15,88.6,90.39,87.4,92.02,78.68,44.52,51.93,46.6,53.67,44.05
age26-104729,2054-06-30,2054/55,54,73,False,64.12,67.23,68.0,74.21,70.51,87.4,89.14,86.93,92.02,78.31,41.68,49.42,43.49,50.99,41.27
age26-104729,2055-06-30,2055/56,55,71,False,61.46,64.32,65.01,72.26,68.74,85.92,87.6,86.35,92.02,77.83,38.88,46.86,40.44,48.26,38.52
age26-104729,2056-06-30,2056/57,56,69,False,58.71,61.3,61.94,70.17,66.85,84.13,85.74,85.62,92.02,77.24,36.13,44.26,37.46,45.51,35.82
age26-104729,2057-06-30,2057/58,57,67,False,56.28,58.63,59.32,68.58,65.19,82.61,84.12,85.17,92.17,76.89,33.69,41.77,34.66,42.87,33.34
age26-104729,2058-06-30,2058/59,58,65,False,53.7,55.79,56.49,66.67,63.33,80.9,82.32,84.59,92.3,76.42,31.27,39.23,31.94,40.19,30.88
age26-104729,2059-06-30,2059/60,59,63,False,51.04,52.89,53.59,64.61,61.33,79.02,80.36,83.9,92.44,75.85,28.93,36.7,29.31,37.52,28.5
age26-104729,2060-06-30,2060/61,60,61,False,48.29,49.93,50.6,62.36,59.16,76.97,78.25,83.12,92.57,75.2,26.61,34.14,26.76,34.86,26.16
age26-104729,2061-06-30,2061/62,61,59,False,45.41,46.85,47.53,60.03,56.8,74.74,75.93,82.24,92.72,74.45,24.35,31.59,24.33,32.21,23.9
age26-104729,2062-06-30,2062/63,62,57,False,42.54,43.78,44.44,57.46,54.32,72.29,73.41,81.22,92.85,73.57,22.24,29.13,22.06,29.65,21.78
age26-104729,2063-06-30,2063/64,63,55,False,39.73,40.79,41.42,54.77,51.78,69.65,70.71,80.05,92.98,72.55,20.3,26.81,19.98,27.24,19.83
age26-104729,2064-06-30,2064/65,64,52,False,36.99,37.9,38.5,52.05,49.18,66.89,67.89,78.78,93.1,71.42,18.47,24.59,18.07,24.96,18.0
age26-104729,2065-06-30,2065/66,65,50,False,34.29,35.07,35.68,49.34,46.52,64.07,64.97,77.41,93.24,70.2,16.78,22.49,16.31,22.8,16.32
age26-130363,2026-05-11,2026/27,26,72,True,66,77,76,59,65,70,74,67,79,65,60,67,75,70,64
age26-130363,2027-06-30,2027/28,27,77,True,72.11,83.25,83.47,67.66,70.0,77.31,81.51,73.42,83.74,68.92,63.23,68.62,76.21,72.05,66.02
age26-130363,2028-06-30,2028/29,28,80,False,76.02,86.16,86.99,72.69,73.27,81.62,85.39,77.29,86.18,71.21,65.99,70.0,77.25,73.37,67.75
age26-130363,2029-06-30,2029/30,29,82,True,78.27,87.7,88.72,75.71,75.1,83.73,87.16,79.4,87.29,72.51,67.37,70.69,77.77,74.13,68.61
age26-130363,2030-06-30,2030/31,30,84,True,80.18,88.93,90.18,78.97,76.79,85.63,88.69,81.48,88.36,73.81,68.66,71.33,78.25,74.79,69.41
age26-130363,2031-06-30,2031/32,31,85,False,81.85,89.89,91.21,81.33,78.3,87.17,89.97,83.26,89.24,75.02,69.71,71.86,78.64,75.39,70.07
age26-130363,2032-06-30,2032/33,32,86,True,83.52,90.8,92.11,83.14,79.79,88.23,90.91,84.49,89.86,75.96,71.04,72.52,79.14,76.03,70.9
age26-130363,2033-06-30,2033/34,33,87,True,84.96,91.63,92.93,84.95,81.21,89.31,91.79,85.75,90.54,77.0,72.09,73.05,79.53,76.64,71.56
age26-130363,2034-06-30,2034/35,34,88,False,86.12,92.33,93.65,86.67,82.46,90.38,92.65,87.01,91.21,78.11,73.1,73.55,79.91,77.19,72.19
age26-130363,2035-06-30,2035/36,35,89,True,87.33,93.02,94.35,88.26,83.72,91.34,93.42,88.15,91.8,79.25,74.29,74.15,80.36,77.81,72.93
age26-130363,2036-06-30,2036/37,36,89,True,87.33,93.02,94.35,88.26,83.72,91.34,93.42,88.15,91.8,79.25,74.29,74.15,80.36,77.81,72.93
age26-130363,2037-06-30,2037/38,37,89,True,87.33,93.02,94.35,88.26,83.72,91.34,93.42,88.15,91.8,79.25,74.29,74.15,80.36,77.81,72.93
age26-130363,2038-06-30,2038/39,38,89,True,87.33,93.02,94.35,88.26,83.72,91.34,93.42,88.15,91.8,79.25,74.29,74.15,80.36,77.81,72.93
age26-130363,2039-06-30,2039/40,39,89,True,87.33,93.02,94.35,88.26,83.72,91.34,93.42,88.15,91.8,79.25,74.29,74.15,80.36,77.81,72.93
age26-130363,2040-06-30,2040/41,40,89,True,87.33,93.02,94.35,88.26,83.72,91.34,93.42,88.15,91.8,79.25,74.29,74.15,80.36,77.81,72.93
age26-130363,2041-06-30,2041/42,41,89,True,86.58,92.17,93.46,87.84,83.34,91.34,93.42,88.15,91.8,79.25,72.92,73.26,78.76,76.83,71.61
age26-130363,2042-06-30,2042/43,42,88,False,85.65,91.11,92.38,87.31,82.87,91.34,93.42,88.15,91.8,79.25,71.28,72.18,76.84,75.65,70.03
age26-130363,2043-06-30,2043/44,43,87,False,84.55,89.87,91.1,86.68,82.3,91.34,93.42,88.15,91.8,79.25,69.37,70.91,74.62,74.25,68.18
age26-130363,2044-06-30,2044/45,44,86,False,83.27,88.42,89.61,85.94,81.63,91.34,93.42,88.15,91.8,79.25,67.21,69.44,72.12,72.64,66.1
age26-130363,2045-06-30,2045/46,45,85,False,81.8,86.77,87.91,85.08,80.86,91.34,93.42,88.15,91.8,79.25,64.82,67.79,69.37,70.83,63.79
age26-130363,2046-06-30,2046/47,46,84,False,80.15,84.9,86.0,84.1,79.97,91.34,93.42,88.15,91.8,79.25,62.23,65.94,66.4,68.81,61.28
age26-130363,2047-06-30,2047/48,47,83,False,78.32,82.85,83.9,82.99,78.96,91.26,93.33,88.12,91.8,79.22,59.47,63.93,63.26,66.62,58.6
age26-130363,2048-06-30,2048/49,48,82,False,76.32,80.61,81.6,81.75,77.85,91.08,93.15,88.06,91.8,79.17,56.59,61.76,60.0,64.27,55.8
age26-130363,2049-06-30,2049/50,49,80,False,74.15,78.19,79.12,80.39,76.6,90.77,92.82,87.94,91.8,79.08,53.6,59.45,56.64,61.77,52.9
age26-130363,2050-06-30,2050/51,50,78,False,71.81,75.59,76.46,78.88,75.23,90.31,92.33,87.77,91.8,78.93,50.55,57.01,53.24,59.14,49.93
age26-130363,2051-06-30,2051/52,51,76,False,69.32,72.83,73.63,77.22,73.73,89.65,91.65,87.52,91.8,78.73,47.46,54.46,49.81,56.39,46.92
age26-130363,2052-06-30,2052/53,52,75,False,66.67,69.91,70.65,75.42,72.08,88.76,90.72,87.18,91.8,78.46,44.36,51.81,46.4,53.54,43.89
age26-130363,2053-06-30,2053/54,53,73,False,63.89,66.85,67.52,73.46,70.29,87.61,89.52,86.74,91.8,78.1,41.28,49.07,43.03,50.63,40.87
age26-130363,2054-06-30,2054/55,54,71,False,60.98,63.66,64.27,71.34,68.35,86.15,88.0,86.16,91.8,77.64,38.24,46.28,39.72,47.65,37.89
age26-130363,2055-06-30,2055/56,55,69,False,58.66,61.11,61.78,70.0,66.85,84.88,86.61,85.9,92.02,77.47,35.73,43.72,36.73,44.92,35.28
age26-130363,2056-06-30,2056/57,56,67,False,56.02,58.24,58.9,68.18,65.02,83.11,84.73,85.35,92.16,77.05,33.12,41.06,33.79,42.13,32.65
age26-130363,2057-06-30,2057/58,57,65,False,53.2,55.16,55.85,66.16,62.97,81.18,82.68,84.69,92.3,76.52,30.53,38.36,30.94,39.29,30.05
age26-130363,2058-06-30,2058/59,58,63,False,50.25,51.98,52.68,63.94,60.75,79.1,80.48,83.95,92.45,75.92,28.02,35.66,28.2,36.45,27.53
age26-130363,2059-06-30,2059/60,59,60,False,47.19,48.68,49.35,61.37,58.3,76.67,77.98,82.98,92.57,75.11,25.59,32.95,25.56,33.61,25.09
age26-130363,2060-06-30,2060/61,60,58,False,44.08,45.37,46.01,58.68,55.69,74.07,75.3,81.93,92.72,74.22,23.21,30.25,23.04,30.82,22.73
age26-130363,2061-06-30,2061/62,61,56,False,40.81,41.91,42.55,55.78,52.82,71.18,72.31,80.69,92.86,73.15,20.91,27.57,20.62,28.04,20.44
age26-130363,2062-06-30,2062/63,62,53,False,37.57,38.49,39.11,52.66,49.83,68.02,69.05,79.26,93.0,71.9,18.78,25.01,18.4,25.39,18.32
age26-130363,2063-06-30,2063/64,63,50,False,34.47,35.22,35.81,49.43,46.78,64.66,65.61,77.63,93.13,70.46,16.84,22.61,16.39,22.91,16.39
age26-130363,2064-06-30,2064/65,64,48,False,31.47,32.09,32.63,46.16,43.67,61.15,62.01,75.78,93.25,68.85,15.03,20.34,14.54,20.6,14.61
age26-130363,2065-06-30,2065/66,65,45,False,28.52,29.04,29.57,42.87,40.49,57.53,58.28,73.74,93.39,67.06,13.36,18.2,12.86,18.41,12.96
age27-104729,2026-05-11,2026/27,27,72,True,66,77,76,59,65,70,74,67,79,65,60,67,75,70,64
age27-104729,2027-06-30,2027/28,28,77,True,72.13,83.23,83.44,67.52,70.04,77.49,81.71,73.63,83.82,69.01,63.18,68.59,76.19,72.06,65.99
age27-104729,2028-06-30,2028/29,29,80,False,75.62,85.9,86.84,72.56,73.08,81.67,85.42,77.35,86.18,71.2,65.83,69.92,77.19,73.26,67.65
age27-104729,2029-06-30,2029/30,30,82,True,77.83,87.47,88.59,75.67,74.9,83.86,87.24,79.56,87.34,72.55,67.13,70.57,77.67,74.01,68.46
age27-104729,2030-06-30,2030/31,31,84,True,79.96,88.87,90.21,79.28,76.75,85.94,88.9,81.84,88.49,74.0,68.56,71.28,78.21,74.75,69.35
age27-104729,2031-06-30,2031/32,32,85,False,81.7,89.86,91.27,81.69,78.3,87.49,90.2,83.65,89.4,75.25,69.62,71.81,78.61,75.37,70.01
age27-104729,2032-06-30,2032/33,33,86,False,83.33,90.77,92.21,83.78,79.78,88.6,91.13,84.9,90.05,76.25,70.97,72.48,79.11,75.99,70.86
age27-104729,2033-06-30,2033/34,34,87,True,84.86,91.68,93.12,85.89,81.3,89.8,92.1,86.29,90.78,77.45,72.09,73.04,79.53,76.64,71.55
age27-104729,2034-06-30,2034/35,35,88,True,86.01,92.38,93.84,87.57,82.54,90.81,92.91,87.49,91.43,78.55,73.1,73.55,79.91,77.18,72.19
age27-104729,2035-06-30,2035/36,36,89,True,86.05,92.39,93.87,87.67,82.61,90.91,92.99,87.61,91.48,78.66,73.16,73.58,79.93,77.2,72.22
age27-104729,2036-06-30,2036/37,37,89,True,86.05,92.39,93.87,87.67,82.61,90.91,92.99,87.61,91.48,78.66,73.16,73.58,79.93,77.2,72.22
age27-104729,2037-06-30,2037/38,38,89,False,86.05,92.39,93.87,87.67,82.61,90.91,92.99,87.61,91.48,78.66,73.16,73.58,79.93,77.2,72.22
age27-104729,2038-06-30,2038/39,39,89,False,86.05,92.39,93.87,87.67,82.61,90.91,92.99,87.61,91.48,78.66,73.16,73.58,79.93,77.2,72.22
age27-104729,2039-06-30,2039/40,40,89,True,86.05,92.39,93.87,87.67,82.61,90.91,92.99,87.61,91.48,78.66,73.16,73.58,79.93,77.2,72.22
age27-104729,2040-06-30,2040/41,41,88,True,85.39,91.64,93.09,87.29,82.27,90.91,92.99,87.61,91.48,78.66,71.97,72.8,78.52,76.34,71.07
age27-104729,2041-06-30,2041/42,42,87,False,84.58,90.71,92.13,86.83,81.86,90.91,92.99,87.61,91.48,78.66,70.54,71.85,76.81,75.29,69.67
age27-104729,2042-06-30,2042/43,43,86,False,83.63,89.61,90.99,86.27,81.37,90.91,92.99,87.61,91.48,78.66,68.87,70.72,74.84,74.06,68.05
age27-104729,2043-06-30,2043/44,44,86,False,82.51,88.33,89.67,85.62,80.79,90.91,92.99,87.61,91.48,78.66,66.99,69.43,72.61,72.64,66.2
age27-104729,2044-06-30,2044/45,45,85,False,81.24,86.87,88.17,84.87,80.12,90.91,92.99,87.61,91.48,78.66,64.89,67.97,70.15,71.04,64.16
age27-104729,2045-06-30,2045/46,46,84,False,79.81,85.23,86.48,84.01,79.35,90.91,92.99,87.61,91.48,78.66,62.61,66.34,67.48,69.26,61.92
age27-104729,2046-06-30,2046/47,47,83,False,78.23,83.43,84.63,83.04,78.49,90.84,92.91,87.58,91.48,78.64,60.17,64.56,64.65,67.32,59.54
age27-104729,2047-06-30,2047/48,48,82,False,76.5,81.46,82.6,81.97,77.53,90.68,92.75,87.53,91.48,78.59,57.61,62.64,61.69,65.24,57.03
age27-104729,2048-06-30,2048/49,49,80,False,74.62,79.33,80.41,80.78,76.47,90.42,92.47,87.43,91.48,78.51,54.95,60.6,58.64,63.02,54.43
age27-104729,2049-06-30,2049/50,50,79,False,72.6,77.05,78.06,79.48,75.3,90.02,92.06,87.28,91.48,78.39,52.21,58.43,55.52,60.68,51.74
age27-104729,2050-06-30,2050/51,51,78,False,70.44,74.61,75.57,78.06,74.03,89.47,91.48,87.07,91.48,78.23,49.42,56.16,52.36,58.23,49.0
age27-104729,2051-06-30,2051/52,52,75,False,68.15,72.04,72.93,76.51,72.63,88.73,90.71,86.79,91.48,78.0,46.6,53.79,49.2,55.68,46.22
age27-104729,2052-06-30,2052/53,53,74,False,65.73,69.34,70.16,74.83,71.12,87.77,89.71,86.43,91.48,77.7,43.77,51.34,46.04,53.06,43.44
age27-104729,2053-06-30,2053/54,54,72,False,63.19,66.51,67.27,73.02,69.49,86.57,88.45,85.96,91.48,77.33,40.96,48.83,42.93,50.37,40.67
age27-104729,2054-06-30,2054/55,55,70,False,61.12,64.16,64.96,71.8,68.21,85.51,87.3,85.76,91.66,77.19,38.57,46.48,40.05,47.86,38.19
age27-104729,2055-06-30,2055/56,56,68,False,58.37,61.13,61.85,69.72,66.32,83.71,85.43,85.04,91.66,76.61,35.83,43.9,37.1,45.12,35.51
age27-104729,2056-06-30,2056/57,57,67,False,55.99,58.51,59.24,68.15,64.69,82.21,83.82,84.61,91.82,76.27,33.41,41.42,34.33,42.51,33.04
age27-104729,2057-06-30,2057/58,58,65,False,53.43,55.68,56.45,66.36,62.87,80.55,82.05,84.07,91.97,75.83,31.02,38.91,31.63,39.87,30.61
age27-104729,2058-06-30,2058/59,59,63,False,50.72,52.7,53.47,64.26,60.85,78.69,80.1,83.41,92.11,75.27,28.66,36.37,29.01,37.2,28.23
age27-104729,2059-06-30,2059/60,60,61,False,47.95,49.67,50.42,61.98,58.68,76.6,77.95,82.61,92.25,74.6,26.38,33.84,26.5,34.54,25.92
age27-104729,2060-06-30,2060/61,61,59,False,45.11,46.62,47.32,59.54,56.34,74.31,75.6,81.72,92.39,73.83,24.13,31.3,24.08,31.92,23.67
age27-104729,2061-06-30,2061/62,62,56,False,42.22,43.53,44.24,57.06,53.87,71.88,73.07,80.73,92.54,72.97,22.02,28.85,21.82,29.37,21.56
age27-104729,2062-06-30,2062/63,63,54,False,39.4,40.53,41.2,54.4,51.33,69.27,70.38,79.6,92.67,71.97,20.08,26.54,19.76,26.97,19.61
age27-104729,2063-06-30,2063/64,64,52,False,36.67,37.61,38.25,51.63,48.73,66.48,67.52,78.31,92.8,70.83,18.29,24.34,17.87,24.7,17.82
age27-104729,2064-06-30,2064/65,65,50,False,34.0,34.82,35.42,48.88,46.09,63.6,64.57,76.9,92.94,69.59,16.61,22.25,16.13,22.56,16.15
age27-130363,2026-05-11,2026/27,27,72,True,66,77,76,59,65,70,74,67,79,65,60,67,75,70,64
age27-130363,2027-06-30,2027/28,28,77,True,72.11,83.25,83.47,67.66,70.0,77.31,81.51,73.42,83.74,68.92,63.23,68.62,76.21,72.05,66.02
age27-130363,2028-06-30,2028/29,29,80,False,76.02,86.16,86.99,72.69,73.27,81.62,85.39,77.29,86.18,71.21,65.99,70.0,77.25,73.37,67.75
age27-130363,2029-06-30,2029/30,30,82,True,78.27,87.7,88.72,75.71,75.1,83.73,87.16,79.4,87.29,72.51,67.37,70.69,77.77,74.13,68.61
age27-130363,2030-06-30,2030/31,31,84,True,80.18,88.93,90.18,78.97,76.79,85.63,88.69,81.48,88.36,73.81,68.66,71.33,78.25,74.79,69.41
age27-130363,2031-06-30,2031/32,32,85,False,81.85,89.89,91.21,81.33,78.3,87.17,89.97,83.26,89.24,75.02,69.71,71.86,78.64,75.39,70.07
age27-130363,2032-06-30,2032/33,33,86,True,83.52,90.8,92.11,83.14,79.79,88.23,90.91,84.49,89.86,75.96,71.04,72.52,79.14,76.03,70.9
age27-130363,2033-06-30,2033/34,34,87,True,84.96,91.63,92.93,84.95,81.21,89.31,91.79,85.75,90.54,77.0,72.09,73.05,79.53,76.64,71.56
age27-130363,2034-06-30,2034/35,35,88,False,86.12,92.33,93.65,86.67,82.46,90.38,92.65,87.01,91.21,78.11,73.1,73.55,79.91,77.19,72.19
age27-130363,2035-06-30,2035/36,36,89,True,86.46,92.52,93.83,87.0,82.8,90.59,92.83,87.27,91.34,78.36,73.42,73.71,80.03,77.35,72.39
age27-130363,2036-06-30,2036/37,37,89,True,86.46,92.52,93.83,87.0,82.8,90.59,92.83,87.27,91.34,78.36,73.42,73.71,80.03,77.35,72.39
age27-130363,2037-06-30,2037/38,38,89,True,86.46,92.52,93.83,87.0,82.8,90.59,92.83,87.27,91.34,78.36,73.42,73.71,80.03,77.35,72.39
age27-130363,2038-06-30,2038/39,39,89,False,86.46,92.52,93.83,87.0,82.8,90.59,92.83,87.27,91.34,78.36,73.42,73.71,80.03,77.35,72.39
age27-130363,2039-06-30,2039/40,40,89,True,86.46,92.52,93.83,87.0,82.8,90.59,92.83,87.27,91.34,78.36,73.42,73.71,80.03,77.35,72.39
age27-130363,2040-06-30,2040/41,41,88,True,85.71,91.66,92.94,86.58,82.42,90.59,92.83,87.27,91.34,78.36,72.06,72.82,78.42,76.37,71.07
age27-130363,2041-06-30,2041/42,42,87,False,84.79,90.6,91.85,86.06,81.95,90.59,92.83,87.27,91.34,78.36,70.43,71.74,76.49,75.18,69.48
age27-130363,2042-06-30,2042/43,43,86,False,83.69,89.35,90.56,85.44,81.38,90.59,92.83,87.27,91.34,78.36,68.54,70.46,74.25,73.78,67.64
age27-130363,2043-06-30,2043/44,44,85,False,82.41,87.89,89.07,84.71,80.72,90.59,92.83,87.27,91.34,78.36,66.4,68.99,71.74,72.17,65.55
age27-130363,2044-06-30,2044/45,45,85,False,80.95,86.23,87.36,83.86,79.95,90.59,92.83,87.27,91.34,78.36,64.03,67.33,68.97,70.35,63.24
age27-130363,2045-06-30,2045/46,46,83,False,79.3,84.36,85.44,82.89,79.06,90.59,92.83,87.27,91.34,78.36,61.45,65.47,65.98,68.33,60.73
age27-130363,2046-06-30,2046/47,47,82,False,77.48,82.3,83.33,81.79,78.07,90.51,92.75,87.24,91.34,78.34,58.71,63.46,62.83,66.13,58.06
age27-130363,2047-06-30,2047/48,48,81,False,75.49,80.05,81.02,80.57,76.95,90.33,92.56,87.17,91.34,78.28,55.85,61.28,59.55,63.77,55.26
age27-130363,2048-06-30,2048/49,49,79,False,73.32,77.62,78.53,79.21,75.72,90.02,92.23,87.05,91.34,78.19,52.89,58.96,56.18,61.26,52.36
age27-130363,2049-06-30,2049/50,50,78,False,71.0,75.01,75.86,77.72,74.35,89.55,91.74,86.88,91.34,78.05,49.86,56.52,52.77,58.62,49.39
age27-130363,2050-06-30,2050/51,51,76,False,68.51,72.23,73.02,76.08,72.85,88.89,91.05,86.63,91.34,77.85,46.79,53.96,49.33,55.86,46.38
age27-130363,2051-06-30,2051/52,52,74,False,65.87,69.3,70.02,74.29,71.21,88.01,90.12,86.29,91.34,77.58,43.72,51.3,45.91,53.01,43.36
age27-130363,2052-06-30,2052/53,53,72,False,63.09,66.23,66.88,72.35,69.43,86.85,88.9,85.85,91.34,77.22,40.66,48.56,42.54,50.09,40.35
age27-130363,2053-06-30,2053/54,54,71,False,60.84,63.74,64.5,71.29,68.05,85.91,87.82,85.75,91.58,77.18,38.07,46.01,39.44,47.37,37.67
age27-130363,2054-06-30,2054/55,55,69,False,58.49,61.1,61.92,69.9,66.53,84.66,86.45,85.53,91.8,77.02,35.54,43.45,36.46,44.65,35.06
age27-130363,2055-06-30,2055/56,56,66,False,55.86,58.19,59.01,68.05,64.71,82.87,84.56,84.96,91.94,76.58,32.97,40.82,33.56,41.87,32.46
age27-130363,2056-06-30,2056/57,57,65,False,53.08,55.17,55.96,66.05,62.71,80.96,82.53,84.33,92.09,76.08,30.4,38.15,30.74,39.07,29.89
age27-130363,2057-06-30,2057/58,58,63,False,50.11,51.94,52.76,63.83,60.48,78.86,80.3,83.58,92.24,75.46,27.89,35.45,28.01,36.24,27.38
age27-130363,2058-06-30,2058/59,59,60,False,47.05,48.62,49.41,61.29,58.06,76.52,77.89,82.69,92.39,74.71,25.45,32.76,25.39,33.43,24.94
age27-130363,2059-06-30,2059/60,60,58,False,43.9,45.24,45.99,58.53,55.43,73.87,75.16,81.62,92.53,73.79,23.1,30.08,22.89,30.64,22.6
age27-130363,2060-06-30,2060/61,61,55,False,40.7,41.85,42.54,55.63,52.61,70.98,72.17,80.39,92.68,72.73,20.82,27.43,20.5,27.9,20.33
age27-130363,2061-06-30,2061/62,62,52,False,37.45,38.41,39.06,52.48,49.61,67.82,68.9,78.97,92.82,71.49,18.67,24.86,18.28,25.25,18.21
age27-130363,2062-06-30,2062/63,63,50,False,34.33,35.12,35.73,49.27,46.55,64.48,65.46,77.37,92.95,70.08,16.73,22.47,16.28,22.78,16.28
age27-130363,2063-06-30,2063/64,64,48,False,31.3,31.95,32.51,45.93,43.43,60.92,61.81,75.49,93.08,68.45,14.93,20.21,14.44,20.46,14.51
age27-130363,2064-06-30,2064/65,65,45,False,28.4,28.94,29.45,42.62,40.28,57.25,58.04,73.4,93.21,66.63,13.28,18.09,12.77,18.3,12.88
age28-104729,2026-05-11,2026/27,28,72,True,66,77,76,59,65,70,74,67,79,65,60,67,75,70,64
age28-104729,2027-06-30,2027/28,29,77,True,72.13,83.23,83.44,67.52,70.04,77.49,81.71,73.63,83.82,69.01,63.18,68.59,76.19,72.06,65.99
age28-104729,2028-06-30,2028/29,30,80,False,75.62,85.9,86.84,72.56,73.08,81.67,85.42,77.35,86.18,71.2,65.83,69.92,77.19,73.26,67.65
age28-104729,2029-06-30,2029/30,31,82,True,77.83,87.47,88.59,75.67,74.9,83.86,87.24,79.56,87.34,72.55,67.13,70.57,77.67,74.01,68.46
age28-104729,2030-06-30,2030/31,32,84,True,79.96,88.87,90.21,79.28,76.75,85.94,88.9,81.84,88.49,74.0,68.56,71.28,78.21,74.75,69.35
age28-104729,2031-06-30,2031/32,33,85,False,81.7,89.86,91.27,81.69,78.3,87.49,90.2,83.65,89.4,75.25,69.62,71.81,78.61,75.37,70.01
age28-104729,2032-06-30,2032/33,34,86,True,83.37,90.78,92.2,83.69,79.8,88.59,91.13,84.9,90.05,76.24,70.97,72.48,79.11,76.0,70.85
age28-104729,2033-06-30,2033/34,35,87,True,84.85,91.63,93.03,85.5,81.25,89.68,92.03,86.18,90.74,77.32,72.04,73.02,79.51,76.62,71.52
age28-104729,2034-06-30,2034/35,36,88,True,85.87,92.27,93.7,87.11,82.38,90.66,92.81,87.33,91.36,78.36,72.91,73.46,79.84,77.1,72.07
age28-104729,2035-06-30,2035/36,37,89,True,86.14,92.44,93.86,87.5,82.68,90.89,93.0,87.62,91.54,78.63,73.16,73.58,79.93,77.23,72.22
age28-104729,2036-06-30,2036/37,38,89,True,86.14,92.44,93.86,87.5,82.68,90.89,93.0,87.62,91.54,78.63,73.16,73.58,79.93,77.23,72.22
age28-104729,2037-06-30,2037/38,39,89,True,86.14,92.44,93.86,87.5,82.68,90.89,93.0,87.62,91.54,78.63,73.16,73.58,79.93,77.23,72.22
age28-104729,2038-06-30,2038/39,40,89,False,86.14,92.44,93.86,87.5,82.68,90.89,93.0,87.62,91.54,78.63,73.16,73.58,79.93,77.23,72.22
age28-104729,2039-06-30,2039/40,41,88,False,85.48,91.68,93.08,87.12,82.35,90.89,93.0,87.62,91.54,78.63,71.97,72.8,78.51,76.37,71.06
age28-104729,2040-06-30,2040/41,42,87,False,84.67,90.75,92.12,86.66,81.94,90.89,93.0,87.62,91.54,78.63,70.54,71.84,76.81,75.32,69.67
age28-104729,2041-06-30,2041/42,43,86,False,83.71,89.65,90.99,86.11,81.44,90.89,93.0,87.62,91.54,78.63,68.87,70.72,74.84,74.09,68.04
age28-104729,2042-06-30,2042/43,44,86,False,82.6,88.37,89.67,85.46,80.86,90.89,93.0,87.62,91.54,78.63,66.99,69.43,72.61,72.67,66.2
age28-104729,2043-06-30,2043/44,45,85,False,81.33,86.91,88.17,84.71,80.19,90.89,93.0,87.62,91.54,78.63,64.89,67.97,70.15,71.07,64.16
age28-104729,2044-06-30,2044/45,46,84,False,79.89,85.27,86.48,83.85,79.42,90.89,93.0,87.62,91.54,78.63,62.61,66.34,67.48,69.29,61.92
age28-104729,2045-06-30,2045/46,47,83,False,78.3,83.46,84.62,82.89,78.56,90.82,92.93,87.59,91.54,78.61,60.17,64.56,64.65,67.35,59.54
