case,date,season,age,overall,hasTourCard,Long Potting,Break Building,Cue Ball Control,Safety Play,Consistency,Composure,Focus,Resilience,Professionalism,Big Match Nerve,Stamina,Balance,Shoulder Health,Hand Steadiness,Recovery Rate
age20-130363,2071-06-30,2071/72,65,47,False,30.42,30.86,31.37,45.33,42.82,60.2,60.86,76.36,93.69,67.86,14.46,19.65,13.9,19.86,14.03
age22-104729,2026-05-11,2026/27,22,72,False,65,76,75,58,64,70,74,67,77,64,61,69,77,72,66
age22-104729,2027-06-30,2027/28,23,77,False,71.24,82.6,82.66,66.54,68.98,77.28,81.55,73.4,81.89,67.89,64.54,70.77,78.33,74.08,68.22
age22-104729,2028-06-30,2028/29,24,80,True,75.13,85.53,86.38,71.47,72.27,81.43,85.34,77.08,84.48,70.04,67.37,72.18,79.39,75.41,69.98
age22-104729,2029-06-30,2029/30,25,82,True,77.66,87.29,88.26,74.41,74.28,83.69,87.29,79.38,85.84,71.43,68.75,72.87,79.9,76.25,70.84
age22-104729,2030-06-30,2030/31,26,84,False,79.73,88.68,89.91,78.08,76.09,85.8,88.93,81.67,87.13,72.88,70.13,73.57,80.42,76.97,71.71
age22-104729,2031-06-30,2031/32,27,85,True,81.6,89.74,91.03,80.58,77.67,87.3,90.17,83.4,88.1,74.07,71.39,74.2,80.88,77.63,72.49
age22-104729,2032-06-30,2032/33,28,87,True,83.15,90.63,92.0,82.86,79.14,88.48,91.15,84.74,88.86,75.11,72.73,74.87,81.35,78.22,73.33
age22-104729,2033-06-30,2033/34,29,88,False,84.65,91.51,92.88,84.89,80.64,89.64,92.08,86.1,89.68,76.25,73.81,75.41,81.73,78.84,74.01
age22-104729,2034-06-30,2034/35,30,88,True,85.85,92.19,93.63,86.78,81.96,90.71,92.91,87.36,90.43,77.39,74.91,75.96,82.1,79.41,74.69
age22-104729,2035-06-30,2035/36,31,89,True,86.98,92.81,94.27,88.18,83.19,91.62,93.65,88.46,91.09,78.46,76.0,76.5,82.46,79.98,75.37
age22-104729,2036-06-30,2036/37,32,90,False,87.96,93.38,94.79,89.25,84.24,92.3,94.21,89.3,91.61,79.38,77.03,77.01,82.8,80.5,76.02
age22-104729,2037-06-30,2037/38,33,91,True,88.82,93.89,95.25,90.29,85.15,92.92,94.71,90.06,92.07,80.3,77.87,77.43,83.07,80.98,76.54
age22-104729,2038-06-30,2038/39,34,91,True,89.47,94.27,95.61,91.12,85.89,93.45,95.12,90.73,92.5,81.1,78.57,77.79,83.29,81.36,76.98
age22-104729,2039-06-30,2039/40,35,92,False,90.1,94.62,95.96,91.9,86.61,93.95,95.5,91.34,92.9,81.84,79.45,78.23,83.56,81.75,77.53
age22-104729,2040-06-30,2040/41,36,92,True,90.1,94.62,95.96,91.9,86.61,93.95,95.5,91.34,92.9,81.84,79.45,78.23,83.56,81.75,77.53
age22-104729,2041-06-30,2041/42,37,92,True,90.1,94.62,95.96,91.9,86.61,93.95,95.5,91.34,92.9,81.84,79.45,78.23,83.56,81.75,77.53
age22-104729,2042-06-30,2042/43,38,92,False,90.1,94.62,95.96,91.9,86.61,93.95,95.5,91.34,92.9,81.84,79.45,78.23,83.56,81.75,77.53
age22-104729,2043-06-30,2043/44,39,92,False,90.1,94.62,95.96,91.9,86.61,93.95,95.5,91.34,92.9,81.84,79.45,78.23,83.56,81.75,77.53
age22-104729,2044-06-30,2044/45,40,92,True,90.1,94.62,95.96,91.9,86.61,93.95,95.5,91.34,92.9,81.84,79.45,78.23,83.56,81.75,77.53
age22-104729,2045-06-30,2045/46,41,91,True,89.44,93.89,95.21,91.53,86.28,93.95,95.5,91.34,92.9,81.84,78.18,77.42,82.15,80.87,76.32
age22-104729,2046-06-30,2046/47,42,91,True,88.64,93.01,94.3,91.06,85.87,93.95,95.5,91.34,92.9,81.84,76.64,76.44,80.45,79.8,74.85
age22-104729,2047-06-30,2047/48,43,90,False,87.68,91.96,93.22,90.51,85.38,93.95,95.5,91.34,92.9,81.84,74.86,75.29,78.49,78.54,73.15
age22-104729,2048-06-30,2048/49,44,89,False,86.57,90.74,91.97,89.86,84.8,93.95,95.5,91.34,92.9,81.84,72.83,73.96,76.26,77.1,71.22
age22-104729,2049-06-30,2049/50,45,88,False,85.3,89.34,90.54,89.11,84.13,93.95,95.5,91.34,92.9,81.84,70.59,72.46,73.8,75.46,69.08
age22-104729,2050-06-30,2050/51,46,87,False,83.87,87.77,88.93,88.25,83.36,93.95,95.5,91.34,92.9,81.84,68.14,70.78,71.13,73.64,66.73
age22-104729,2051-06-30,2051/52,47,86,False,82.29,86.04,87.15,87.29,82.51,93.88,95.44,91.32,92.9,81.82,65.54,68.95,68.29,71.67,64.23
age22-104729,2052-06-30,2052/53,48,85,False,80.57,84.16,85.21,86.22,81.55,93.73,95.28,91.26,92.9,81.77,62.8,66.98,65.31,69.54,61.6
age22-104729,2053-06-30,2053/54,49,84,False,78.69,82.11,83.11,85.04,80.49,93.48,95.02,91.17,92.9,81.7,59.95,64.87,62.23,67.26,58.86
age22-104729,2054-06-30,2054/55,50,82,False,76.67,79.91,80.86,83.74,79.33,93.1,94.63,91.02,92.9,81.58,57.01,62.64,59.07,64.87,56.03
age22-104729,2055-06-30,2055/56,51,81,False,74.51,77.56,78.45,82.32,78.06,92.57,94.08,90.82,92.9,81.42,54.03,60.3,55.86,62.35,53.14
age22-104729,2056-06-30,2056/57,52,79,False,72.21,75.07,75.91,80.78,76.67,91.86,93.34,90.54,92.9,81.2,51.0,57.85,52.63,59.74,50.22
age22-104729,2057-06-30,2057/58,53,77,False,69.78,72.44,73.22,79.11,75.16,90.94,92.4,90.19,92.9,80.91,47.98,55.32,49.41,57.04,47.28
age22-104729,2058-06-30,2058/59,54,76,False,67.23,69.7,70.42,77.3,73.54,89.79,91.21,89.73,92.9,80.55,44.96,52.71,46.21,54.27,44.36
age22-104729,2059-06-30,2059/60,55,74,False,64.57,66.84,67.5,75.37,71.79,88.36,89.74,89.17,92.9,80.09,41.99,50.05,43.07,51.45,41.46
age22-104729,2060-06-30,2060/61,56,72,False,61.81,63.88,64.48,73.3,69.91,86.64,87.96,88.46,92.9,79.52,39.07,47.36,39.99,48.6,38.61
age22-104729,2061-06-30,2061/62,57,69,False,58.91,60.78,61.32,71.05,67.87,84.74,86.0,87.67,92.9,78.88,36.17,44.59,36.96,45.68,35.78
age22-104729,2062-06-30,2062/63,58,67,False,56.33,58.04,58.61,69.27,66.04,83.08,84.26,87.08,93.03,78.46,33.59,41.93,34.11,42.9,33.18
age22-104729,2063-06-30,2063/64,59,65,False,53.68,55.2,55.78,67.24,64.06,81.24,82.36,86.38,93.15,77.94,31.1,39.27,31.36,40.12,30.65
age22-104729,2064-06-30,2064/65,60,64,False,50.91,52.27,52.86,65.12,61.92,79.28,80.32,85.6,93.29,77.34,28.64,36.59,28.7,37.34,28.18
age22-104729,2065-06-30,2065/66,61,61,False,47.99,49.2,49.84,62.84,59.58,77.18,78.15,84.73,93.43,76.65,26.26,33.93,26.15,34.56,25.78
age22-104729,2066-06-30,2066/67,62,59,False,45.08,46.13,46.77,60.29,57.12,74.8,75.73,83.68,93.54,75.79,24.03,31.36,23.77,31.89,23.54
age22-104729,2067-06-30,2067/68,63,57,False,42.24,43.15,43.78,57.65,54.59,72.31,73.2,82.55,93.66,74.85,21.95,28.91,21.58,29.37,21.46
age22-104729,2068-06-30,2068/69,64,54,False,39.42,40.21,40.84,54.99,51.98,69.68,70.51,81.32,93.78,73.8,20.01,26.58,19.57,26.97,19.54
age22-104729,2069-06-30,2069/70,65,52,False,36.67,37.35,37.97,52.22,49.31,66.93,67.7,79.99,93.9,72.63,18.22,24.38,17.72,24.71,17.75
age22-130363,2026-05-11,2026/27,22,72,False,65,76,75,58,64,70,74,67,77,64,61,69,77,72,66
age22-130363,2027-06-30,2027/28,23,78,True,71.29,82.66,82.8,66.91,69.07,77.7,81.91,73.78,82.13,68.11,64.59,70.8,78.35,74.1,68.25
age22-130363,2028-06-30,2028/29,24,80,True,75.31,85.87,86.61,72.13,72.34,81.62,85.41,77.2,84.48,70.25,67.43,72.21,79.41,75.46,70.02
age22-130363,2029-06-30,2029/30,25,83,False,77.79,87.53,88.33,74.64,74.28,83.7,87.27,79.35,85.75,71.54,68.76,72.88,79.91,76.28,70.85
age22-130363,2030-06-30,2030/31,26,84,True,79.93,88.87,89.89,77.89,76.09,85.69,88.88,81.54,86.97,72.93,70.15,73.57,80.43,77.01,71.72
age22-130363,2031-06-30,2031/32,27,85,True,81.48,89.75,90.91,80.22,77.51,87.19,90.12,83.29,87.94,74.11,71.16,74.08,80.79,77.56,72.35
age22-130363,2032-06-30,2032/33,28,86,False,82.84,90.52,91.75,82.17,78.79,88.28,91.03,84.55,88.68,75.03,72.34,74.67,81.21,78.08,73.09
age22-130363,2033-06-30,2033/34,29,87,False,84.29,91.38,92.63,84.18,80.25,89.43,91.97,85.9,89.5,76.11,73.32,75.16,81.56,78.67,73.7
age22-130363,2034-06-30,2034/35,30,88,True,85.52,92.07,93.38,86.02,81.58,90.48,92.78,87.13,90.22,77.21,74.42,75.71,81.93,79.23,74.39
age22-130363,2035-06-30,2035/36,31,89,True,86.69,92.71,94.04,87.5,82.83,91.41,93.54,88.26,90.9,78.3,75.49,76.25,82.29,79.8,75.06
age22-130363,2036-06-30,2036/37,32,90,False,87.79,93.33,94.6,88.58,83.98,92.12,94.13,89.13,91.44,79.22,76.63,76.81,82.67,80.38,75.77
age22-130363,2037-06-30,2037/38,33,90,True,88.67,93.85,95.09,89.71,84.91,92.76,94.64,89.91,91.91,80.15,77.47,77.23,82.94,80.86,76.29
age22-130363,2038-06-30,2038/39,34,91,True,89.34,94.25,95.48,90.67,85.68,93.32,95.06,90.6,92.36,80.98,78.22,77.61,83.18,81.26,76.76
age22-130363,2039-06-30,2039/40,35,92,False,89.92,94.57,95.83,91.5,86.38,93.82,95.44,91.21,92.77,81.71,79.06,78.03,83.44,81.62,77.29
age22-130363,2040-06-30,2040/41,36,92,False,89.92,94.57,95.83,91.5,86.38,93.82,95.44,91.21,92.77,81.71,79.06,78.03,83.44,81.62,77.29
age22-130363,2041-06-30,2041/42,37,92,True,89.92,94.57,95.83,91.5,86.38,93.82,95.44,91.21,92.77,81.71,79.06,78.03,83.44,81.62,77.29
age22-130363,2042-06-30,2042/43,38,92,True,89.92,94.57,95.83,91.5,86.38,93.82,95.44,91.21,92.77,81.71,79.06,78.03,83.44,81.62,77.29
age22-130363,2043-06-30,2043/44,39,92,True,89.92,94.57,95.83,91.5,86.38,93.82,95.44,91.21,92.77,81.71,79.06,78.03,83.44,81.62,77.29
age22-130363,2044-06-30,2044/45,40,92,True,89.92,94.57,95.83,91.5,86.38,93.82,95.44,91.21,92.77,81.71,79.06,78.03,83.44,81.62,77.29
age22-130363,2045-06-30,2045/46,41,91,True,89.17,93.75,94.98,91.08,86.01,93.82,95.44,91.21,92.77,81.71,77.62,77.12,81.83,80.62,75.91
age22-130363,2046-06-30,2046/47,42,90,True,88.26,92.74,93.94,90.55,85.54,93.82,95.44,91.21,92.77,81.71,75.89,76.01,79.91,79.41,74.25
age22-130363,2047-06-30,2047/48,43,90,True,87.17,91.54,92.71,89.92,84.98,93.82,95.44,91.21,92.77,81.71,73.88,74.7,77.68,77.97,72.33
age22-130363,2048-06-30,2048/49,44,89,True,85.91,90.14,91.28,89.18,84.31,93.82,95.44,91.21,92.77,81.71,71.61,73.19,75.17,76.33,70.15
age22-130363,2049-06-30,2049/50,45,88,True,84.46,88.55,89.65,88.33,83.55,93.82,95.44,91.21,92.77,81.71,69.09,71.48,72.4,74.47,67.74
age22-130363,2050-06-30,2050/51,46,87,False,82.82,86.75,87.81,87.34,82.67,93.82,95.44,91.21,92.77,81.71,66.36,69.58,69.39,72.41,65.11
age22-130363,2051-06-30,2051/52,47,85,False,81.02,84.77,85.77,86.24,81.68,93.74,95.36,91.18,92.77,81.69,63.46,67.5,66.22,70.16,62.32
age22-130363,2052-06-30,2052/53,48,84,True,79.04,82.6,83.56,85.0,80.57,93.57,95.18,91.11,92.77,81.64,60.42,65.27,62.92,67.75,59.39
age22-130363,2053-06-30,2053/54,49,82,True,76.89,80.25,81.15,83.64,79.34,93.26,94.87,91.0,92.77,81.55,57.28,62.89,59.51,65.18,56.36
age22-130363,2054-06-30,2054/55,50,81,False,74.57,77.73,78.57,82.13,77.99,92.81,94.4,90.83,92.77,81.41,54.07,60.37,56.04,62.48,53.25
age22-130363,2055-06-30,2055/56,51,79,False,72.1,75.04,75.83,80.48,76.5,92.17,93.74,90.58,92.77,81.21,50.82,57.74,52.55,59.66,50.09
age22-130363,2056-06-30,2056/57,52,78,False,69.47,72.19,72.92,78.68,74.87,91.31,92.85,90.25,92.77,80.94,47.55,55.0,49.06,56.73,46.92
age22-130363,2057-06-30,2057/58,53,75,False,66.7,69.2,69.86,76.72,73.1,90.19,91.69,89.81,92.77,80.59,44.3,52.17,45.6,53.73,43.76
age22-130363,2058-06-30,2058/59,54,73,False,63.79,66.08,66.68,74.61,71.18,88.78,90.23,89.25,92.77,80.14,41.1,49.29,42.21,50.67,40.63
age22-130363,2059-06-30,2059/60,55,71,False,60.77,62.83,63.38,72.34,69.11,87.02,88.42,88.54,92.77,79.57,37.97,46.36,38.9,47.57,37.57
age22-130363,2060-06-30,2060/61,56,69,False,57.65,59.5,59.98,69.9,66.89,84.89,86.21,87.66,92.77,78.85,34.92,43.4,35.7,44.46,34.59
age22-130363,2061-06-30,2061/62,57,66,False,54.85,56.5,57.03,67.93,64.86,82.97,84.2,86.97,92.9,78.36,32.21,40.57,32.71,41.49,31.84
age22-130363,2062-06-30,2062/63,58,65,False,51.93,53.4,53.96,65.75,62.66,80.88,82.02,86.17,93.04,77.76,29.59,37.73,29.83,38.51,29.19
age22-130363,2063-06-30,2063/64,59,62,False,48.89,50.16,50.72,63.25,60.24,78.53,79.59,85.2,93.16,77.0,27.03,34.88,27.06,35.55,26.61
age22-130363,2064-06-30,2064/65,60,60,False,45.74,46.86,47.42,60.61,57.61,75.97,76.96,84.09,93.29,76.11,24.53,32.04,24.41,32.61,24.1
age22-130363,2065-06-30,2065/66,61,57,False,42.46,43.43,44.0,57.71,54.76,73.13,74.06,82.83,93.42,75.06,22.13,29.24,21.88,29.71,21.71
age22-130363,2066-06-30,2066/67,62,54,False,39.22,40.03,40.61,54.62,51.79,70.05,70.91,81.38,93.54,73.84,19.92,26.56,19.56,26.94,19.49
age22-130363,2067-06-30,2067/68,63,52,False,36.09,36.78,37.33,51.43,48.74,66.77,67.57,79.77,93.67,72.45,17.86,24.04,17.44,24.36,17.44
age22-130363,2068-06-30,2068/69,64,49,False,33.02,33.59,34.1,48.11,45.6,63.28,64.01,77.94,93.78,70.86,15.97,21.66,15.51,21.92,15.57
age22-130363,2069-06-30,2069/70,65,47,False,30.01,30.46,30.95,44.69,42.38,59.65,60.31,75.91,93.89,69.07,14.22,19.42,13.73,19.63,13.84
age23-104729,2026-05-11,2026/27,23,72,False,65,76,75,58,64,70,74,67,77,64,61,69,77,72,66
age23-104729,2027-06-30,2027/28,24,77,False,71.24,82.6,82.66,66.54,68.98,77.28,81.55,73.4,81.89,67.89,64.54,70.77,78.33,74.08,68.22
age23-104729,2028-06-30,2028/29,25,80,True,75.13,85.53,86.38,71.47,72.27,81.43,85.34,77.08,84.48,70.04,67.37,72.18,79.39,75.41,69.98
age23-104729,2029-06-30,2029/30,26,82,True,77.66,87.29,88.26,74.41,74.28,83.69,87.29,79.38,85.84,71.43,68.75,72.87,79.9,76.25,70.84
age23-104729,2030-06-30,2030/31,27,84,False,79.73,88.68,89.91,78.08,76.09,85.8,88.93,81.67,87.13,72.88,70.13,73.57,80.42,76.97,71.71
age23-104729,2031-06-30,2031/32,28,85,True,81.6,89.74,91.03,80.58,77.67,87.3,90.17,83.4,88.1,74.07,71.39,74.2,80.88,77.63,72.49
age23-104729,2032-06-30,2032/33,29,87,True,83.15,90.63,92.0,82.86,79.14,88.48,91.15,84.74,88.86,75.11,72.73,74.87,81.35,78.22,73.33
age23-104729,2033-06-30,2033/34,30,88,False,84.65,91.51,92.88,84.89,80.64,89.64,92.08,86.1,89.68,76.25,73.81,75.41,81.73,78.84,74.01
age23-104729,2034-06-30,2034/35,31,88,True,85.85,92.19,93.64,86.8,81.98,90.74,92.93,87.39,90.45,77.42,74.91,75.96,82.1,79.41,74.69
age23-104729,2035-06-30,2035/36,32,89,True,86.9,92.77,94.22,88.04,83.12,91.59,93.63,88.44,91.07,78.43,75.94,76.47,82.44,79.94,75.34
age23-104729,2036-06-30,2036/37,33,90,True,87.84,93.31,94.74,89.16,84.14,92.25,94.17,89.24,91.57,79.31,76.98,76.99,82.78,80.44,75.99
age23-104729,2037-06-30,2037/38,34,91,True,88.63,93.77,95.15,90.05,84.96,92.76,94.58,89.86,91.98,80.04,77.79,77.4,83.04,80.87,76.5
age23-104729,2038-06-30,2038/39,35,91,True,89.29,94.17,95.53,90.95,85.71,93.29,94.99,90.52,92.41,80.85,78.53,77.76,83.27,81.25,76.95
age23-104729,2039-06-30,2039/40,36,91,True,89.29,94.17,95.53,90.95,85.71,93.29,94.99,90.52,92.41,80.85,78.53,77.76,83.27,81.25,76.95
age23-104729,2040-06-30,2040/41,37,91,True,89.29,94.17,95.53,90.95,85.71,93.29,94.99,90.52,92.41,80.85,78.53,77.76,83.27,81.25,76.95
age23-104729,2041-06-30,2041/42,38,91,True,89.29,94.17,95.53,90.95,85.71,93.29,94.99,90.52,92.41,80.85,78.53,77.76,83.27,81.25,76.95
age23-104729,2042-06-30,2042/43,39,91,False,89.29,94.17,95.53,90.95,85.71,93.29,94.99,90.52,92.41,80.85,78.53,77.76,83.27,81.25,76.95
age23-104729,2043-06-30,2043/44,40,91,False,89.29,94.17,95.53,90.95,85.71,93.29,94.99,90.52,92.41,80.85,78.53,77.76,83.27,81.25,76.95
age23-104729,2044-06-30,2044/45,41,91,False,88.64,93.44,94.78,90.58,85.38,93.29,94.99,90.52,92.41,80.85,77.26,76.96,81.85,80.37,75.74
age23-104729,2045-06-30,2045/46,42,90,False,87.84,92.55,93.87,90.12,84.97,93.29,94.99,90.52,92.41,80.85,75.74,75.98,80.14,79.3,74.28
age23-104729,2046-06-30,2046/47,43,89,True,86.89,91.5,92.78,89.57,84.48,93.29,94.99,90.52,92.41,80.85,73.97,74.82,78.16,78.04,72.58
age23-104729,2047-06-30,2047/48,44,89,True,85.78,90.27,91.52,88.92,83.91,93.29,94.99,90.52,92.41,80.85,71.97,73.49,75.93,76.59,70.65
age23-104729,2048-06-30,2048/49,45,88,False,84.52,88.87,90.08,88.17,83.24,93.29,94.99,90.52,92.41,80.85,69.75,71.98,73.45,74.96,68.51
age23-104729,2049-06-30,2049/50,46,87,False,83.09,87.3,88.46,87.32,82.48,93.29,94.99,90.52,92.41,80.85,67.32,70.3,70.76,73.13,66.17
age23-104729,2050-06-30,2050/51,47,85,False,81.52,85.56,86.68,86.37,81.63,93.23,94.92,90.49,92.41,80.83,64.74,68.47,67.91,71.15,63.67
age23-104729,2051-06-30,2051/52,48,84,False,79.8,83.66,84.73,85.3,80.68,93.08,94.76,90.44,92.41,80.78,62.02,66.49,64.92,69.02,61.04
age23-104729,2052-06-30,2052/53,49,83,False,77.93,81.6,82.62,84.13,79.63,92.82,94.5,90.34,92.41,80.71,59.19,64.38,61.82,66.75,58.3
age23-104729,2053-06-30,2053/54,50,81,False,75.91,79.39,80.35,82.83,78.47,92.44,94.1,90.2,92.41,80.59,56.29,62.15,58.65,64.34,55.48
age23-104729,2054-06-30,2054/55,51,80,False,73.75,77.03,77.94,81.42,77.2,91.91,93.55,89.99,92.41,80.43,53.32,59.8,55.43,61.82,52.6
age23-104729,2055-06-30,2055/56,52,78,False,71.46,74.53,75.38,79.88,75.82,91.2,92.81,89.72,92.41,80.21,50.33,57.35,52.2,59.21,49.69
age23-104729,2056-06-30,2056/57,53,77,False,69.04,71.9,72.68,78.22,74.32,90.28,91.86,89.36,92.41,79.93,47.32,54.82,48.96,56.51,46.76
age23-104729,2057-06-30,2057/58,54,75,False,66.5,69.14,69.86,76.42,72.7,89.12,90.66,88.91,92.41,79.56,44.34,52.21,45.77,53.74,43.84
age23-104729,2058-06-30,2058/59,55,73,False,63.84,66.27,66.93,74.5,70.95,87.69,89.18,88.34,92.41,79.11,41.38,49.55,42.62,50.92,40.96
age23-104729,2059-06-30,2059/60,56,71,False,61.08,63.3,63.9,72.43,69.08,85.95,87.39,87.64,92.41,78.54,38.49,46.85,39.55,48.07,38.12
age23-104729,2060-06-30,2060/61,57,68,False,58.19,60.19,60.74,70.19,67.05,84.04,85.41,86.84,92.41,77.91,35.62,44.09,36.52,45.16,35.3
age23-104729,2061-06-30,2061/62,58,67,False,55.64,57.47,58.07,68.53,65.24,82.44,83.7,86.3,92.56,77.52,33.08,41.44,33.68,42.38,32.72
age23-104729,2062-06-30,2062/63,59,65,False,52.97,54.6,55.22,66.53,63.26,80.61,81.8,85.62,92.69,77.01,30.61,38.78,30.94,39.6,30.21
age23-104729,2063-06-30,2063/64,60,63,False,50.2,51.63,52.25,64.29,61.11,78.6,79.73,84.82,92.82,76.38,28.19,36.12,28.3,36.83,27.76
age23-104729,2064-06-30,2064/65,61,60,False,47.32,48.59,49.19,61.9,58.77,76.38,77.46,83.89,92.95,75.64,25.82,33.45,25.75,34.07,25.38
age23-104729,2065-06-30,2065/66,62,58,False,44.4,45.51,46.14,59.45,56.31,74.05,75.06,82.9,93.09,74.82,23.59,30.88,23.38,31.4,23.14
age23-104729,2066-06-30,2066/67,63,56,False,41.55,42.5,43.13,56.8,53.77,71.49,72.45,81.74,93.21,73.85,21.55,28.44,21.21,28.88,21.08
age23-104729,2067-06-30,2067/68,64,54,False,38.78,39.6,40.21,54.1,51.19,68.85,69.76,80.52,93.34,72.8,19.64,26.13,19.22,26.5,19.18
age23-104729,2068-06-30,2068/69,65,51,False,36.06,36.79,37.39,51.42,48.54,66.08,66.91,79.18,93.47,71.62,17.88,23.95,17.38,24.26,17.41
age23-130363,2026-05-11,2026/27,23,72,False,65,76,75,58,64,70,74,67,77,64,61,69,77,72,66
age23-130363,2027-06-30,2027/28,24,78,True,71.29,82.66,82.8,66.91,69.07,77.7,81.91,73.78,82.13,68.11,64.59,70.8,78.35,74.1,68.25
age23-130363,2028-06-30,2028/29,25,80,True,75.31,85.87,86.61,72.13,72.34,81.62,85.41,77.2,84.48,70.25,67.43,72.21,79.41,75.46,70.02
age23-130363,2029-06-30,2029/30,26,83,False,77.79,87.53,88.33,74.64,74.28,83.7,87.27,79.35,85.75,71.54,68.76,72.88,79.91,76.28,70.85
age23-130363,2030-06-30,2030/31,27,84,True,79.93,88.87,89.89,77.89,76.09,85.69,88.88,81.54,86.97,72.93,70.15,73.57,80.43,77.01,71.72
age23-130363,2031-06-30,2031/32,28,85,True,81.48,89.75,90.91,80.22,77.51,87.19,90.12,83.29,87.94,74.11,71.16,74.08,80.79,77.56,72.35
age23-130363,2032-06-30,2032/33,29,86,False,82.84,90.52,91.75,82.17,78.79,88.28,91.03,84.55,88.68,75.03,72.34,74.67,81.21,78.08,73.09
age23-130363,2033-06-30,2033/34,30,87,False,84.29,91.38,92.63,84.18,80.25,89.43,91.97,85.9,89.5,76.11,73.32,75.16,81.56,78.67,73.7
age23-130363,2034-06-30,2034/35,31,88,True,85.52,92.07,93.38,86.02,81.58,90.48,92.78,87.13,90.22,77.21,74.42,75.71,81.93,79.23,74.39
age23-130363,2035-06-30,2035/36,32,89,True,86.69,92.71,94.04,87.5,82.83,91.41,93.54,88.26,90.9,78.3,75.49,76.25,82.29,79.8,75.06
age23-130363,2036-06-30,2036/37,33,90,False,87.79,93.33,94.6,88.58,83.98,92.12,94.13,89.13,91.44,79.22,76.63,76.81,82.67,80.38,75.77
age23-130363,2037-06-30,2037/38,34,90,True,88.67,93.85,95.09,89.71,84.91,92.76,94.64,89.91,91.91,80.15,77.47,77.23,82.94,80.86,76.29
age23-130363,2038-06-30,2038/39,35,91,True,89.34,94.25,95.48,90.67,85.68,93.32,95.06,90.6,92.36,80.98,78.22,77.61,83.18,81.26,76.76
age23-130363,2039-06-30,2039/40,36,91,False,89.34,94.25,95.48,90.67,85.68,93.32,95.06,90.6,92.36,80.98,78.22,77.61,83.18,81.26,76.76
age23-130363,2040-06-30,2040/41,37,91,True,89.34,94.25,95.48,90.67,85.68,93.32,95.06,90.6,92.36,80.98,78.22,77.61,83.18,81.26,76.76
age23-130363,2041-06-30,2041/42,38,91,True,89.34,94.25,95.48,90.67,85.68,93.32,95.06,90.6,92.36,80.98,78.22,77.61,83.18,81.26,76.76
age23-130363,2042-06-30,2042/43,39,91,True,89.34,94.25,95.48,90.67,85.68,93.32,95.06,90.6,92.36,80.98,78.22,77.61,83.18,81.26,76.76
age23-130363,2043-06-30,2043/44,40,91,True,89.34,94.25,95.48,90.67,85.68,93.32,95.06,90.6,92.36,80.98,78.22,77.61,83.18,81.26,76.76
age23-130363,2044-06-30,2044/45,41,90,False,88.59,93.42,94.63,90.25,85.31,93.32,95.06,90.6,92.36,80.98,76.79,76.69,81.56,80.26,75.39
age23-130363,2045-06-30,2045/46,42,90,True,87.68,92.4,93.59,89.73,84.84,93.32,95.06,90.6,92.36,80.98,75.07,75.58,79.62,79.04,73.73
age23-130363,2046-06-30,2046/47,43,89,True,86.59,91.19,92.35,89.1,84.28,93.32,95.06,90.6,92.36,80.98,73.08,74.27,77.38,77.6,71.81
age23-130363,2047-06-30,2047/48,44,88,False,85.33,89.79,90.91,88.36,83.62,93.32,95.06,90.6,92.36,80.98,70.83,72.76,74.86,75.95,69.64
age23-130363,2048-06-30,2048/49,45,87,False,83.88,88.19,89.27,87.51,82.86,93.32,95.06,90.6,92.36,80.98,68.34,71.05,72.08,74.09,67.23
age23-130363,2049-06-30,2049/50,46,86,False,82.25,86.39,87.42,86.53,81.98,93.32,95.06,90.6,92.36,80.98,65.63,69.15,69.06,72.02,64.61
age23-130363,2050-06-30,2050/51,47,84,False,80.44,84.39,85.38,85.43,80.99,93.24,94.98,90.57,92.36,80.96,62.76,67.07,65.88,69.77,61.82
age23-130363,2051-06-30,2051/52,48,84,False,78.47,82.22,83.15,84.21,79.89,93.07,94.8,90.5,92.36,80.91,59.75,64.84,62.56,67.35,58.9
age23-130363,2052-06-30,2052/53,49,82,False,76.32,79.86,80.74,82.85,78.67,92.76,94.48,90.39,92.36,80.82,56.63,62.46,59.15,64.78,55.88
age23-130363,2053-06-30,2053/54,50,81,False,74.01,77.33,78.15,81.35,77.32,92.31,94.01,90.21,92.36,80.68,53.45,59.94,55.68,62.07,52.78
age23-130363,2054-06-30,2054/55,51,79,False,71.53,74.63,75.4,79.7,75.83,91.67,93.34,89.97,92.36,80.48,50.22,57.3,52.18,59.25,49.63
age23-130363,2055-06-30,2055/56,52,77,False,68.9,71.77,72.48,77.91,74.21,90.8,92.45,89.64,92.36,80.22,46.99,54.56,48.68,56.32,46.47
age23-130363,2056-06-30,2056/57,53,75,False,66.14,68.76,69.41,75.96,72.44,89.68,91.29,89.2,92.36,79.87,43.77,51.74,45.23,53.31,43.32
age23-130363,2057-06-30,2057/58,54,73,False,63.23,65.63,66.22,73.86,70.53,88.26,89.81,88.63,92.36,79.41,40.59,48.86,41.84,50.25,40.21
age23-130363,2058-06-30,2058/59,55,70,False,60.22,62.38,62.91,71.59,68.46,86.5,87.99,87.92,92.36,78.84,37.48,45.93,38.53,47.15,37.16
age23-130363,2059-06-30,2059/60,56,68,False,57.1,59.03,59.5,69.17,66.25,84.35,85.77,87.04,92.36,78.13,34.46,42.98,35.34,44.05,34.19
